time1,time2,rk1,rk2,result
"Flamengo","Corinthians",321,358,D
"Fluminense","Santos",340,415,V
"Juventude","Botafogo",308,219,E
"Palmeiras","Goiás",278,344,V
"PontePreta","Cruzeiro",245,375,D
"Cruzeiro","Juventude",375,308,V
"Goiás","PontePreta",344,245,V
"Paraná","Coritiba",309,220,V
"Paysandu","Figueirense",180,325,V
"Santos","Fortaleza",415,143,E
"SãoCaetano","AtléticoMG",287,267,V
"AtléticoPR","Flamengo",345,321,V
"Botafogo","SãoPaulo",219,431,E
"Corinthians","Brasiliense",358,42,V
"Internacional","Fluminense",371,340,E
"Vasco","Palmeiras",309,278,E
"AtléticoMG","Paraná",267,309,D
"Coritiba","Goiás",220,344,D
"PontePreta","Juventude",245,308,V
"Santos","SãoCaetano",415,287,V
"Brasiliense","Flamengo",42,321,D
"Figueirense","Botafogo",325,219,V
"Fluminense","Corinthians",340,358,D
"Fortaleza","AtléticoPR",143,345,D
"Internacional","SãoPaulo",371,431,V
"Palmeiras","Paysandu",278,180,V
"Vasco","Cruzeiro",309,375,E
"Botafogo","Palmeiras",219,278,D
"Corinthians","Fortaleza",358,143,V
"Cruzeiro","Figueirense",375,325,V
"Goiás","Vasco",344,309,V
"Juventude","Santos",308,415,V
"Paraná","Fluminense",309,340,V
"AtléticoPR","Brasiliense",345,42,V
"Flamengo","AtléticoMG",321,267,D
"Paysandu","Coritiba",180,220,V
"SãoCaetano","Internacional",287,371,E
"SãoPaulo","PontePreta",431,245,V
"Cruzeiro","Botafogo",375,219,E
"Juventude","Fluminense",308,340,D
"Vasco","Figueirense",309,325,E
"Santos","Corinthians",415,358,D
"Brasiliense","Juventude",42,308,V
"Coritiba","AtléticoPR",220,345,D
"Figueirense","Paraná",325,309,V
"Fluminense","Botafogo",340,219,V
"Fortaleza","Paysandu",143,180,D
"AtléticoMG","Cruzeiro",267,375,D
"Flamengo","SãoPaulo",321,431,D
"Internacional","Vasco",371,309,V
"Palmeiras","Corinthians",278,358,E
"PontePreta","SãoCaetano",245,287,D
"Santos","Goiás",415,344,E
"Juventude","Figueirense",308,325,E
"Paysandu","Cruzeiro",180,375,V
"PontePreta","SãoPaulo",245,431,V
"Vasco","Botafogo",309,219,V
"Brasiliense","Goiás",42,344,D
"SãoCaetano","Fluminense",287,340,E
"AtléticoPR","AtléticoMG",345,267,V
"Botafogo","Coritiba",219,220,V
"Corinthians","Paraná",358,309,V
"Cruzeiro","Paysandu",375,180,V
"Figueirense","PontePreta",325,245,V
"Fortaleza","Palmeiras",143,278,E
"Juventude","Internacional",308,371,V
"SãoPaulo","Santos",431,415,D
"Vasco","Flamengo",309,321,V
"Fluminense","Brasiliense",340,42,E
"SãoPaulo","Corinthians",431,358,E
"Coritiba","Cruzeiro",220,375,D
"Goiás","Internacional",344,371,D
"AtléticoMG","Fortaleza",267,143,D
"Juventude","Flamengo",308,321,E
"Palmeiras","Figueirense",278,325,E
"Vasco","Santos",309,415,D
"Fluminense","AtléticoPR",340,345,V
"Paysandu","Corinthians",180,358,D
"PontePreta","Botafogo",245,219,D
"SãoPaulo","Brasiliense",431,42,D
"Internacional","Coritiba",371,220,V
"Paraná","SãoCaetano",309,287,D
"Figueirense","Juventude",325,308,V
"Fortaleza","Goiás",143,344,E
"AtléticoMG","Palmeiras",267,278,D
"AtléticoPR","Paraná",345,309,V
"Brasiliense","Botafogo",42,219,E
"Corinthians","Vasco",358,309,E
"Fluminense","PontePreta",340,245,V
"Santos","Cruzeiro",415,375,D
"SãoCaetano","SãoPaulo",287,431,D
"Flamengo","Coritiba",321,220,V
"Internacional","Paysandu",371,180,V
"Cruzeiro","Corinthians",375,358,V
"Goiás","Fluminense",344,340,D
"Juventude","Fortaleza",308,143,V
"PontePreta","Santos",245,415,V
"SãoPaulo","AtléticoMG",431,267,E
"Botafogo","SãoCaetano",219,287,V
"Coritiba","Figueirense",220,325,V
"Palmeiras","Flamengo",278,321,D
"Paraná","Internacional",309,371,V
"Paysandu","Brasiliense",180,42,V
"Vasco","AtléticoPR",309,345,V
"Fortaleza","Cruzeiro",143,375,V
"SãoPaulo","Juventude",431,308,V
"AtléticoMG","Goiás",267,344,D
"AtléticoPR","Palmeiras",345,278,V
"Brasiliense","Coritiba",42,220,E
"Corinthians","Santos",358,415,V
"Flamengo","Botafogo",321,219,V
"Fluminense","Figueirense",340,325,V
"Internacional","PontePreta",371,245,V
"Paraná","Paysandu",309,180,V
"SãoCaetano","Vasco",287,309,D
"Palmeiras","SãoPaulo",278,431,V
"Botafogo","Paraná",219,309,V
"Figueirense","Fortaleza",325,143,V
"Paysandu","AtléticoMG",180,267,D
"Juventude","SãoCaetano",308,287,V
"Santos","Internacional",415,371,D
"Vasco","Fluminense",309,340,V
"PontePreta","Flamengo",245,321,E
"Coritiba","Corinthians",220,358,D
"Cruzeiro","Brasiliense",375,42,V
"Goiás","AtléticoPR",344,345,V
"Figueirense","Vasco",325,309,V
"Goiás","SãoPaulo",344,431,V
"Santos","Paraná",415,309,E
"Palmeiras","Juventude",278,308,V
"Flamengo","Fortaleza",321,143,V
"SãoCaetano","Corinthians",287,358,V
"Internacional","Brasiliense",371,42,V
"Coritiba","PontePreta",220,245,V
"Paysandu","Botafogo",180,219,V
"Cruzeiro","AtléticoPR",375,345,D
"Fluminense","AtléticoMG",340,267,D
"Brasiliense","Santos",42,415,V
"Juventude","Goiás",308,344,V
"SãoPaulo","Figueirense",431,325,V
"AtléticoPR","SãoCaetano",345,287,E
"Vasco","Paysandu",309,180,V
"PontePreta","Palmeiras",245,278,D
"Corinthians","Internacional",358,371,E
"Fortaleza","Fluminense",143,340,V
"Paraná","Flamengo",309,321,D
"Botafogo","Cruzeiro",219,375,V
"AtléticoMG","Coritiba",267,220,V
"AtléticoMG","Vasco",267,309,E
"AtléticoPR","Paysandu",345,180,V
"Brasiliense","Figueirense",42,325,D
"Corinthians","PontePreta",358,245,V
"Flamengo","Goiás",321,344,E
"Fluminense","Juventude",340,308,D
"Fortaleza","SãoPaulo",143,431,V
"Internacional","Palmeiras",371,278,V
"Paraná","Cruzeiro",309,375,V
"Santos","Botafogo",415,219,V
"SãoCaetano","Coritiba",287,220,E
"SãoPaulo","AtléticoPR",431,345,V
"Juventude","AtléticoMG",308,267,D
"Figueirense","Santos",325,415,V
"PontePreta","Brasiliense",245,42,V
"Paysandu","Flamengo",180,321,D
"Vasco","Paraná",309,309,V
"Coritiba","Internacional",220,371,V
"Botafogo","Fortaleza",219,143,V
"Cruzeiro","SãoCaetano",375,287,D
"Palmeiras","Fluminense",278,340,V
"Juventude","Paraná",308,309,V
"Vasco","Internacional",309,371,E
"Palmeiras","PontePreta",278,245,D
"AtléticoPR","Fluminense",345,340,D
"Botafogo","Fortaleza",219,143,V
"Goiás","Santos",344,415,E
"Grêmio","Corinthians",265,358,V
"SantaCRuz","Figueirense",28,325,E
"SãoCaetano","Cruzeiro",287,375,V
"SãoPaulo","Flamengo",431,321,V
"Corinthians","SãoCaetano",358,287,V
"Figueirense","Palmeiras",325,278,V
"Fluminense","Goiás",340,344,V
"Cruzeiro","Grêmio",375,265,V
"Flamengo","Juventude",321,308,V
"Fortaleza","SãoPaulo",143,431,V
"Internacional","SantaCRuz",371,28,V
"Paraná","Botafogo",309,219,E
"PontePreta","Vasco",245,309,D
"Santos","AtléticoPR",415,345,V
"Botafogo","AtléticoPR",219,345,D
"Fortaleza","SãoCaetano",143,287,V
"SãoPaulo","SantaCRuz",431,28,V
"Figueirense","Cruzeiro",325,375,D
"Internacional","Flamengo",371,321,V
"Juventude","Goiás",308,344,E
"Palmeiras","Santos",278,415,D
"Paraná","Grêmio",309,265,V
"PontePreta","Corinthians",245,358,V
"Vasco","Fluminense",309,340,E
"Fluminense","Paraná",340,309,V
"SantaCRuz","PontePreta",28,245,E
"Santos","Fortaleza",415,143,V
"Goiás","Figueirense",344,325,V
"AtléticoPR","Internacional",345,371,D
"Corinthians","SãoPaulo",358,431,D
"Cruzeiro","Juventude",375,308,V
"Flamengo","Botafogo",321,219,V
"Grêmio","Vasco",265,309,D
"SãoCaetano","Palmeiras",287,278,V
"Botafogo","Grêmio",219,265,E
"Santos","PontePreta",415,245,V
"SãoCaetano","Juventude",287,308,D
"Figueirense","Fluminense",325,340,V
"Flamengo","Fortaleza",321,143,E
"Goiás","Vasco",344,309,V
"Internacional","SãoPaulo",371,431,V
"Palmeiras","Cruzeiro",278,375,E
"Paraná","Corinthians",309,358,D
"SantaCRuz","AtléticoPR",28,345,D
"AtléticoPR","Goiás",345,344,D
"Fortaleza","Paraná",143,309,E
"Internacional","Figueirense",371,325,D
"SãoPaulo","SãoCaetano",431,287,V
"Cruzeiro","Flamengo",375,321,V
"Fluminense","Santos",340,415,V
"Juventude","Botafogo",308,219,V
"Palmeiras","SantaCRuz",278,28,V
"PontePreta","Grêmio",245,265,E
"Vasco","Corinthians",309,358,D
"Cruzeiro","PontePreta",375,245,V
"Flamengo","Santos",321,415,E
"Fortaleza","Fluminense",143,340,D
"Juventude","SantaCRuz",308,28,V
"Paraná","Figueirense",309,325,E
"SãoCaetano","AtléticoPR",287,345,V
"SãoPaulo","Palmeiras",431,278,V
"Botafogo","Vasco",219,309,V
"Corinthians","Internacional",358,371,D
"Grêmio","Goiás",265,344,V
"AtléticoPR","Juventude",345,308,V
"Figueirense","Fortaleza",325,143,E
"PontePreta","Paraná",245,309,D
"Fluminense","Flamengo",340,321,V
"Goiás","SãoCaetano",344,287,V
"Internacional","Cruzeiro",371,375,E
"Palmeiras","Grêmio",278,265,D
"SantaCRuz","Botafogo",28,219,E
"Santos","Corinthians",415,358,V
"Vasco","SãoPaulo",309,431,E
"Cruzeiro","AtléticoPR",375,345,E
"Flamengo","Palmeiras",321,278,V
"Fortaleza","Vasco",143,309,E
"Grêmio","Santos",265,415,V
"Juventude","PontePreta",308,245,D
"SãoCaetano","Internacional",287,371,E
"SãoPaulo","Fluminense",431,340,V
"Cruzeiro","AtléticoPR",375,345,E
"Flamengo","Palmeiras",321,278,V
"Fortaleza","Vasco",143,309,E
"Grêmio","Santos",265,415,V
"Juventude","PontePreta",308,245,D
"SãoCaetano","Internacional",287,371,E
"SãoPaulo","Fluminense",431,340,V
"Botafogo","Figueirense",219,325,D
"Corinthians","Goiás",358,344,D
"Paraná","SantaCRuz",309,28,V
"Fluminense","Internacional",340,371,D
"Fortaleza","Cruzeiro",143,375,D
"Grêmio","SãoCaetano",265,287,E
"AtléticoPR","Palmeiras",345,278,V
"Corinthians","Flamengo",358,321,D
"Goiás","Paraná",344,309,D
"Juventude","SãoPaulo",308,431,E
"PontePreta","Figueirense",245,325,V
"Santos","Botafogo",415,219,E
"Vasco","SantaCRuz",309,28,V
"AtléticoPR","Fortaleza",345,143,E
"Cruzeiro","Corinthians",375,358,V
"Figueirense","Santos",325,415,V
"Fluminense","Juventude",340,308,V
"Internacional","PontePreta",371,245,V
"SãoCaetano","Botafogo",287,219,E
"SãoPaulo","Grêmio",431,265,V
"Flamengo","Paraná",321,309,D
"Palmeiras","Vasco",278,309,V
"SantaCRuz","Goiás",28,344,V
"Botafogo","PontePreta",219,245,V
"SãoPaulo","Figueirense",431,325,V
"Cruzeiro","Goiás",375,344,E
"Flamengo","Vasco",321,309,D
"Fortaleza","SantaCRuz",143,28,D
"Grêmio","Fluminense",265,340,E
"Juventude","Internacional",308,371,V
"Palmeiras","Corinthians",278,358,V
"Paraná","AtléticoPR",309,345,V
"SãoCaetano","Santos",287,415,V
"Corinthians","Fortaleza",358,143,E
"Figueirense","Grêmio",325,265,V
"Fluminense","SãoCaetano",340,287,E
"Paraná","Cruzeiro",309,375,V
"Goiás","Palmeiras",344,278,D
"Internacional","Botafogo",371,219,E
"PontePreta","SãoPaulo",245,431,D
"SantaCRuz","Flamengo",28,321,V
"Santos","Juventude",415,308,V
"Vasco","AtléticoPR",309,345,V
"Juventude","Figueirense",308,325,V
"Palmeiras","Paraná",278,309,V
"SãoCaetano","PontePreta",287,245,E
"AtléticoPR","Flamengo",345,321,V
"Fluminense","Botafogo",340,219,E
"Goiás","Fortaleza",344,143,E
"Internacional","Grêmio",371,265,E
"SantaCRuz","Corinthians",28,358,V
"SãoPaulo","Santos",431,415,D
"Vasco","Cruzeiro",309,375,V
"Corinthians","AtléticoPR",358,345,V
"Figueirense","SãoCaetano",325,287,E
"Flamengo","Goiás",321,344,V
"Grêmio","Juventude",265,308,V
"Botafogo","SãoPaulo",219,431,E
"Cruzeiro","SantaCRuz",375,28,E
"Fortaleza","Palmeiras",143,278,E
"Paraná","Vasco",309,309,V
"PontePreta","Fluminense",245,340,V
"Santos","Internacional",415,371,V
"Corinthians","Figueirense",358,325,D
"Flamengo","PontePreta",321,245,E
"Juventude","Vasco",308,309,E
"SãoCaetano","SantaCRuz",287,28,V
"Botafogo","Palmeiras",219,278,D
"Cruzeiro","Fluminense",375,340,D
"Fortaleza","Internacional",143,371,D
"Grêmio","AtléticoPR",265,345,V
"Paraná","Santos",309,415,E
"SãoPaulo","Goiás",431,344,V
"Figueirense","Flamengo",325,321,E
"Fluminense","Corinthians",340,358,D
"Goiás","Botafogo",344,219,E
"PontePreta","Fortaleza",245,143,D
"SantaCRuz","Grêmio",28,265,D
"Vasco","SãoCaetano",309,287,D
"Santos","Cruzeiro",415,375,V
"Palmeiras","Juventude",278,308,E
"Flamengo","Grêmio",321,265,V
"PontePreta","Goiás",245,344,V
"Corinthians","Botafogo",358,219,V
"Cruzeiro","SãoPaulo",375,431,E
"Figueirense","AtléticoPR",325,345,E
"Fluminense","SantaCRuz",340,28,E
"Fortaleza","Juventude",143,308,V
"Internacional","Palmeiras",371,278,E
"Paraná","SãoCaetano",309,287,V
"Santos","Vasco",415,309,D
"Botafogo","Cruzeiro",219,375,V
"Goiás","Internacional",344,371,E
"Juventude","Corinthians",308,358,E
"Palmeiras","Fluminense",278,340,V
"SantaCRuz","Santos",28,415,E
"SãoCaetano","Flamengo",287,321,E
"AtléticoPR","PontePreta",345,245,V
"Grêmio","Fortaleza",265,143,V
"SãoPaulo","Paraná",431,309,V
"Vasco","Figueirense",309,325,V
"Cruzeiro","SãoCaetano",375,287,V
"Fluminense","AtléticoPR",340,345,D
"Santos","Goiás",415,344,V
"Corinthians","Grêmio",358,265,D
"Figueirense","SantaCRuz",325,28,V
"Flamengo","SãoPaulo",321,431,E
"Fortaleza","Botafogo",143,219,D
"Internacional","Vasco",371,309,D
"Paraná","Juventude",309,308,D
"PontePreta","Palmeiras",245,278,E
"AtléticoPR","Santos",345,415,V
"Goiás","Fluminense",344,340,V
"Grêmio","Cruzeiro",265,375,V
"Juventude","Flamengo",308,321,V
"Palmeiras","Figueirense",278,325,E
"SantaCRuz","Internacional",28,371,D
"SãoCaetano","Corinthians",287,358,D
"Botafogo","Paraná",219,309,V
"SãoPaulo","Fortaleza",431,143,E
"Vasco","PontePreta",309,245,E
"Cruzeiro","Figueirense",375,325,E
"Flamengo","Internacional",321,371,D
"AtléticoPR","Botafogo",345,219,D
"Corinthians","PontePreta",358,245,V
"Fluminense","Vasco",340,309,E
"Goiás","Juventude",344,308,V
"Grêmio","Paraná",265,309,V
"SantaCRuz","SãoPaulo",28,431,D
"Santos","Palmeiras",415,278,V
"SãoCaetano","Fortaleza",287,143,E
"Palmeiras","SãoCaetano",278,287,V
"PontePreta","SantaCRuz",245,28,V
"Vasco","Grêmio",309,265,E
"Botafogo","Flamengo",219,321,D
"Figueirense","Goiás",325,344,E
"Fortaleza","Santos",143,415,E
"Internacional","AtléticoPR",371,345,V
"Juventude","Cruzeiro",308,375,V
"Paraná","Fluminense",309,340,V
"SãoPaulo","Corinthians",431,358,E
"AtléticoPR","SantaCRuz",345,28,V
"Corinthians","Paraná",358,309,V
"Vasco","Goiás",309,344,E
"Cruzeiro","Palmeiras",375,278,V
"Fluminense","Figueirense",340,325,V
"Fortaleza","Flamengo",143,321,D
"Grêmio","Botafogo",265,219,V
"Juventude","SãoCaetano",308,287,V
"PontePreta","Santos",245,415,V
"SãoPaulo","Internacional",431,371,V
"Botafogo","Juventude",219,308,V
"Corinthians","Vasco",358,309,E
"Figueirense","Internacional",325,371,V
"Goiás","AtléticoPR",344,345,E
"Grêmio","PontePreta",265,245,V
"Paraná","Fortaleza",309,143,V
"Santos","Fluminense",415,340,E
"SãoCaetano","SãoPaulo",287,431,D
"Flamengo","Cruzeiro",321,375,V
"SantaCRuz","Palmeiras",28,278,V
"AtléticoPR","SãoCaetano",345,287,V
"Fluminense","Fortaleza",340,143,D
"Figueirense","Paraná",325,309,D
"Goiás","Grêmio",344,265,V
"Internacional","Corinthians",371,358,E
"Palmeiras","SãoPaulo",278,431,V
"PontePreta","Cruzeiro",245,375,D
"SantaCRuz","Juventude",28,308,V
"Santos","Flamengo",415,321,V
"Vasco","Botafogo",309,219,E
"AtléticoPR","SãoPaulo",345,431,E
"Internacional","Paraná",371,309,V
"Flamengo","Fluminense",321,340,V
"Fortaleza","Figueirense",143,325,E
"Grêmio","Palmeiras",265,278,V
"Juventude","AtléticoPR",308,345,V
"Paraná","PontePreta",309,245,V
"SãoCaetano","Goiás",287,344,D
"SãoPaulo","Vasco",431,309,V
"Botafogo","SantaCRuz",219,28,V
"Corinthians","Santos",358,415,D
"Cruzeiro","Internacional",375,371,V
"PontePreta","Juventude",245,308,V
"Vasco","Fortaleza",309,143,V
"Fluminense","SãoPaulo",340,431,D
"AtléticoPR","Cruzeiro",345,375,E
"Figueirense","Botafogo",325,219,V
"Goiás","Corinthians",344,358,V
"Internacional","SãoCaetano",371,287,V
"Palmeiras","Flamengo",278,321,V
"SantaCRuz","Paraná",28,309,D
"Santos","Grêmio",415,265,V
"Cruzeiro","Fortaleza",375,143,E
"Botafogo","Santos",219,415,V
"SãoCaetano","Grêmio",287,265,D
"SãoPaulo","Juventude",431,308,V
"Figueirense","PontePreta",325,245,V
"Flamengo","Corinthians",321,358,V
"Internacional","Fluminense",371,340,V
"Palmeiras","AtléticoPR",278,345,E
"Paraná","Goiás",309,344,V
"SantaCRuz","Vasco",28,309,D
"Vasco","Palmeiras",309,278,V
"Goiás","SantaCRuz",344,28,V
"PontePreta","Internacional",245,371,D
"Santos","Figueirense",415,325,V
"Botafogo","SãoCaetano",219,287,V
"Corinthians","Cruzeiro",358,375,V
"Fortaleza","AtléticoPR",143,345,D
"Grêmio","SãoPaulo",265,431,E
"Juventude","Fluminense",308,340,E
"Paraná","Flamengo",309,321,D
"Corinthians","Palmeiras",358,278,V
"Fluminense","Grêmio",340,265,D
"SantaCRuz","Fortaleza",28,143,D
"Internacional","Juventude",371,308,V
"Vasco","Flamengo",309,321,V
"AtléticoPR","Paraná",345,309,V
"Figueirense","SãoPaulo",325,431,D
"Goiás","Cruzeiro",344,375,D
"PontePreta","Botafogo",245,219,D
"Santos","SãoCaetano",415,287,V
"AtléticoPR","Vasco",345,309,V
"Flamengo","SantaCRuz",321,28,E
"Fortaleza","Corinthians",143,358,D
"Grêmio","Figueirense",265,325,D
"Juventude","Santos",308,415,V
"Palmeiras","Goiás",278,344,D
"SãoCaetano","Fluminense",287,340,E
"Botafogo","Internacional",219,371,D
"Cruzeiro","Paraná",375,309,E
